BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageFinish,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice
3.0,0,492,2,372,1,948.0,0,10215.0,75.0,132.0,0,5,4,864.0,1954,111000
3.0,0,822,5,78,0,1852.0,1,8640.0,72.0,0.0,108,5,7,900.0,2009,252678
2.0,0,0,1,440,1,1230.0,0,10440.0,60.0,0.0,0,6,5,440.0,1910,110000
3.0,0,680,5,400,1,1080.0,1,7500.0,63.0,120.0,0,5,7,1080.0,2004,141000
3.0,0,0,1,686,1,1250.0,3,8248.0,45.0,0.0,0,7,5,686.0,1918,116000
4.0,2,674,5,0,0,1611.0,0,9760.0,80.0,360.0,128,6,6,780.0,1964,167900
3.0,0,750,5,300,2,1949.0,1,9938.0,80.0,246.0,90,5,7,1050.0,1993,236000
3.0,0,551,4,121,1,1369.0,0,6629.0,54.0,0.0,0,6,6,672.0,1925,103600
3.0,0,0,1,384,2,1482.0,1,9125.0,69.0,170.0,25,5,7,384.0,1992,163900
2.0,0,0,1,993,1,1048.0,0,6380.0,58.0,0.0,0,6,5,993.0,1922,113000
3.0,0,0,1,1372,2,1372.0,1,8640.0,72.0,0.0,140,5,7,1372.0,2007,250580
2.0,0,1005,5,262,2,1296.0,1,6853.0,69.0,136.0,25,5,8,1267.0,2001,220000
3.0,0,495,5,495,1,990.0,0,8775.0,65.0,0.0,64,5,5,990.0,1994,126000
3.0,0,0,1,778,1,1489.0,0,9900.0,60.0,0.0,0,7,6,778.0,1940,139500
3.0,0,0,1,1063,0,2172.0,1,14154.0,107.5,350.0,62,5,7,1063.0,2006,280000
2.0,1,0,1,1266,2,1266.0,1,3182.0,43.0,16.0,16,5,7,1266.0,2007,159895
2.0,0,27,5,1191,2,1218.0,1,7862.0,75.0,0.0,102,5,6,1218.0,2009,208300
2.0,0,0,1,932,1,932.0,1,8280.0,57.0,0.0,0,5,6,932.0,1950,124000
3.0,0,257,2,103,1,1322.0,0,2308.0,31.5,0.0,0,5,6,855.0,1974,147000
2.0,0,0,1,485,1,1635.0,1,5310.0,59.0,0.0,0,8,6,485.0,1910,117000
3.0,0,1270,4,208,1,1478.0,0,17600.0,69.0,30.0,40,5,6,1478.0,1960,157500
5.0,0,0,1,658,1,1184.0,0,8410.0,58.0,0.0,151,3,5,658.0,1910,81000
3.0,0,706,5,150,0,1710.0,1,8450.0,65.0,196.0,61,5,7,856.0,2003,208500
2.0,1,773,5,115,0,912.0,0,7540.0,69.0,0.0,0,6,6,888.0,1978,156000
3.0,2,249,3,0,2,2126.0,0,17869.125,69.0,0.0,0,5,5,1013.0,1967,185000
3.0,0,0,1,384,2,1394.0,1,9735.0,73.0,0.0,0,5,5,384.0,2006,167500
2.0,0,630,5,340,1,970.0,0,8480.0,80.0,0.0,24,6,5,970.0,1963,132500
3.0,1,539,5,473,1,1034.0,0,12328.0,69.0,335.0,0,5,6,1012.0,1976,169900
3.0,0,0,1,860,0,1720.0,1,11645.0,89.0,0.0,70,5,7,860.0,2004,196500
3.0,0,0,1,811,1,1387.0,1,6000.0,50.0,0.0,0,4,5,811.0,1954,93000
2.0,1,719,2,300,0,1357.0,2,11512.0,107.5,84.0,0,7,6,1019.0,1959,177000
3.0,0,697,0,571,1,1264.0,0,9300.0,73.0,324.0,0,5,5,1268.0,1960,167500
3.0,0,0,1,742,2,1484.0,1,12589.0,107.5,0.0,24,5,6,742.0,2005,174000
2.0,0,495,5,354,0,1767.0,1,5306.0,44.0,0.0,35,7,7,1064.0,1987,239000
2.0,0,0,1,813,1,813.0,1,5684.0,70.0,0.0,113,8,6,813.0,1930,110000
2.0,1,490,5,30,1,754.0,0,6780.0,60.0,0.0,0,8,6,520.0,1935,84500
4.0,2,425,5,160,0,2069.0,1,17869.125,107.5,0.0,0,7,7,585.0,1960,242000
3.0,1,783,5,678,0,1509.0,1,10200.0,85.0,219.0,0,5,6,1461.0,1988,175000
3.0,0,0,1,702,2,1481.0,0,8125.0,65.0,0.0,36,5,6,702.0,1994,174000
3.0,1,789,2,171,1,960.0,0,9873.0,60.0,160.0,288,5,4,960.0,1970,129000
2.0,0,0,1,0,1,1040.0,0,7200.0,60.0,0.0,29,5,4,41.125,1950,109900
2.0,0,0,1,0,1,1040.0,0,7200.0,60.0,0.0,0,5,4,41.125,1949,90000
4.0,0,352,3,441,1,1802.0,0,7588.0,54.0,0.0,0,6,7,793.0,1920,200100
4.0,1,64,5,1120,2,2610.0,2,9000.0,75.0,0.0,364,5,8,1184.0,2007,303477
3.0,0,176,1,1290,2,1466.0,3,17755.0,107.5,132.0,140,4,5,1466.0,1959,149900
4.0,0,686,3,0,1,1652.0,0,10800.0,60.0,0.0,0,6,5,686.0,1915,139000
3.0,0,50,4,499,1,2097.0,1,11228.0,59.0,0.0,187,5,7,1080.0,1993,228000
2.0,2,1573,1,0,1,1625.0,1,4750.0,44.0,415.0,0,5,8,1573.0,2006,235000
3.0,0,603,4,701,2,2287.0,0,15593.0,81.0,0.0,21,4,7,1304.0,1953,225000
3.0,2,0,1,1734,0,2761.375,2,13891.0,107.0,415.0,170,5,9,1734.0,2008,582933
3.0,0,695,5,297,0,2054.0,1,12224.0,69.0,40.0,48,5,6,992.0,2000,244000
2.0,3,841,4,324,1,1336.0,0,15750.0,90.0,56.0,0,5,5,1165.0,1953,157000
3.0,0,552,1,342,1,894.0,0,9450.0,68.0,0.0,0,5,4,894.0,1954,110000
1.0,2,1619,5,100,2,1719.0,1,10846.0,32.0,0.0,30,5,8,1719.0,1993,324000
3.0,0,1000,5,223,0,2127.0,1,10944.0,81.0,415.0,132,5,7,1223.0,1994,271000
3.0,0,553,1,698,1,1251.0,0,8800.0,80.0,415.0,116,6,6,1251.0,1964,160000
2.0,0,111,4,522,2,912.0,0,7535.0,70.0,0.0,285,7,5,912.0,1958,120000
3.0,0,0,1,600,1,968.0,0,5925.0,50.0,0.0,0,6,3,600.0,1910,37900
3.0,0,483,5,458,0,1829.0,1,9548.0,44.0,223.0,39,6,7,941.0,2003,237000
3.0,3,712,5,84,2,1574.0,0,17869.125,69.0,120.0,111,5,6,796.0,1976,190000
2.0,0,495,0,225,1,720.0,0,7879.0,60.0,0.0,523,5,4,720.0,1920,34900
3.0,1,1447,5,533,2,1980.0,2,16737.0,107.5,66.0,45,5,9,1980.0,2004,315000
3.0,3,213,2,995,1,1621.0,1,14145.0,91.0,0.0,45,7,7,1208.0,1984,202500
3.0,0,1246,2,356,2,1602.0,1,16635.0,69.0,126.0,0,7,6,1602.0,1977,215000
3.0,3,370,3,779,1,1616.0,1,5400.0,40.0,0.0,0,7,6,1149.0,1926,152000
2.0,2,1277,4,207,0,1600.0,0,16321.0,47.0,0.0,258,6,5,1484.0,1957,207500
3.0,0,0,1,689,1,2119.0,0,10448.0,69.0,333.0,104,6,6,689.0,1972,158000
3.0,0,0,1,970,1,1709.0,1,2522.0,31.5,50.0,40,5,7,970.0,2004,130000
3.0,0,1065,2,1045,2,2110.0,2,11160.0,93.0,0.0,0,5,7,2054.125,1968,244000
3.0,0,544,0,0,1,774.0,1,4270.0,70.0,0.0,0,6,3,544.0,1931,79000
2.0,0,0,1,796,1,796.0,0,3636.0,40.0,0.0,0,4,4,796.0,1922,55000
2.0,0,0,1,1686,0,1707.0,0,16669.0,69.0,415.0,64,6,8,1686.0,1981,228000
3.0,0,1288,5,294,2,2161.0,2,10562.0,86.0,300.0,120,5,8,1582.0,2007,325624
2.0,0,0,1,880,0,1716.0,1,8750.0,70.0,0.0,120,5,7,880.0,1996,191000
3.0,0,288,2,700,1,1362.0,0,10197.0,80.0,415.0,20,5,6,1362.0,1961,163000
3.0,3,706,5,88,0,1796.0,0,9531.0,69.0,0.0,36,5,6,794.0,1998,211000
2.0,2,1480,5,120,1,1652.0,1,5587.0,64.0,186.0,53,5,8,1600.0,2008,392500
3.0,0,624,2,26,1,1482.0,0,9000.0,50.0,0.0,0,9,7,650.0,1920,143000
3.0,0,489,0,279,1,1015.0,0,6120.0,51.0,0.0,0,7,5,768.0,1925,88000
3.0,0,403,4,238,1,1578.0,3,9490.0,79.0,0.0,0,7,6,806.0,1941,133000
3.0,0,320,2,404,1,1086.0,0,10200.0,85.0,104.0,0,7,5,1086.0,1954,144900
3.0,0,0,1,672,1,1218.0,0,1680.0,31.5,236.0,0,5,6,672.0,1971,91500
2.0,1,672,2,168,1,860.0,0,8740.0,74.0,0.0,0,6,5,840.0,1982,137000
3.0,0,0,1,576,1,1140.0,0,8800.0,55.0,0.0,160,7,4,576.0,1910,96500
3.0,0,0,1,776,0,1502.0,0,7200.0,60.0,0.0,0,6,7,776.0,1931,149000
3.0,2,312,0,276,0,1165.0,0,9020.0,82.0,183.0,129,7,6,1127.0,1966,174900
4.0,0,625,5,235,2,1960.0,1,7851.0,69.0,0.0,48,5,6,860.0,2002,216500
3.0,1,252,2,901,2,2031.0,1,11404.0,75.0,202.0,84,5,7,1153.0,1998,222500
3.0,0,378,5,311,2,1392.0,0,10900.0,69.0,153.0,36,7,6,689.0,1977,161750
3.0,3,1201,1,340,1,1541.0,1,12182.0,95.0,226.0,70,5,7,1541.0,2005,220000
3.0,0,405,0,658,1,1327.0,1,7388.0,75.0,0.0,0,6,5,1063.0,1959,150750
3.0,0,672,4,0,1,1324.0,0,6000.0,50.0,0.0,0,6,4,672.0,1936,128000
3.0,0,550,2,163,0,1552.0,0,11475.0,85.0,0.0,208,6,6,713.0,1975,179900
4.0,0,482,5,971,0,2761.375,1,9572.0,69.0,336.0,0,5,8,1453.0,1990,302000
4.0,3,0,1,1107,1,2761.375,2,17869.125,90.0,0.0,260,9,10,1107.0,1892,475000
2.0,2,967,4,383,1,1328.0,0,16905.0,107.5,0.0,104,6,5,1350.0,1959,170000
4.0,2,965,5,245,0,2519.0,1,17869.125,42.0,293.0,27,5,7,1210.0,1989,335000
3.0,0,0,1,793,1,1517.0,3,8500.0,85.0,0.0,0,7,5,793.0,1919,115000
3.0,0,731,5,326,1,1057.0,1,7922.0,68.0,0.0,52,7,5,1057.0,1953,109000
1.0,2,1441,5,55,2,2132.0,1,12327.0,79.0,0.0,40,8,8,1496.0,1983,316600
3.0,1,1300,5,316,2,1629.0,1,14536.0,85.0,236.0,252,5,8,1616.0,2002,270000
3.0,0,1000,0,188,0,1188.0,0,12160.0,69.0,180.0,0,5,5,1188.0,1959,142000
3.0,2,929,5,556,1,1464.0,1,15256.0,49.0,84.0,160,5,8,1485.0,2007,282922
2.0,0,897,5,319,1,1216.0,0,4500.0,32.0,116.0,125,5,6,1216.0,1998,164000
3.0,0,0,1,1626,1,1634.0,1,11428.0,98.0,248.0,44,5,8,1626.0,2006,250000
3.0,3,0,1,672,1,924.0,0,8064.0,60.0,0.0,0,7,5,672.0,1949,122900
3.0,3,188,0,204,1,1060.0,1,8246.0,69.0,0.0,90,8,5,1060.0,1968,154000
3.0,0,556,1,248,1,1548.0,1,2308.0,31.5,0.0,0,6,6,804.0,1976,155000
1.0,0,290,0,0,1,438.0,3,8400.0,60.0,0.0,0,5,2,290.0,1920,60000
2.0,0,0,1,747,1,747.0,0,4608.0,47.0,0.0,0,6,4,747.0,1945,80000
3.0,0,432,4,460,0,892.0,0,7150.0,65.0,60.0,0,5,5,892.0,1967,100000
3.0,1,803,2,303,1,1190.0,0,7728.0,70.0,120.0,18,6,5,1106.0,1962,132500
3.0,0,609,4,785,0,1394.0,0,9500.0,69.0,247.0,76,5,6,1394.0,1963,159000
4.0,0,0,1,960,1,1960.0,0,7596.0,60.0,360.0,0,5,5,960.0,1952,124500
1.0,1,659,5,189,2,848.0,1,4435.0,36.0,170.0,0,5,6,848.0,2003,131500
3.0,0,1053,2,256,2,1339.0,0,8049.0,50.0,54.0,58,5,7,1309.0,1990,180000
2.0,0,0,1,784,1,784.0,0,9000.0,60.0,0.0,0,3,6,784.0,1928,76000
3.0,0,0,1,948,1,948.0,0,8978.0,69.0,0.0,0,5,5,948.0,1968,108000
3.0,0,1084,4,92,1,1178.0,1,10000.0,80.0,0.0,0,6,5,1176.0,1973,157000
3.0,0,694,5,284,2,1983.0,1,10762.0,69.0,344.0,0,5,7,978.0,1999,225000
4.0,0,1606,2,122,1,1728.0,0,9297.0,63.0,0.0,0,5,5,1728.0,1976,188000
2.0,0,0,1,680,1,764.0,0,5232.0,31.5,0.0,0,5,5,680.0,1925,73000
2.0,2,462,5,0,1,988.0,0,1596.0,31.5,0.0,101,5,4,462.0,1973,91000
2.0,1,294,5,318,0,1224.0,1,3000.0,31.5,76.0,234,5,6,612.0,2009,173733
2.0,0,0,1,483,1,987.0,0,1680.0,31.5,297.0,0,5,6,483.0,1972,94500
4.0,0,642,5,273,1,1908.0,1,8750.0,70.0,0.0,133,5,7,915.0,1994,210000
3.0,1,739,4,405,1,1144.0,0,9571.0,68.0,0.0,0,6,5,1144.0,1956,129000
3.0,1,605,2,427,1,1032.0,0,10395.0,69.0,233.0,0,6,6,1032.0,1978,148000
4.0,0,831,5,320,1,2060.0,0,10029.0,97.0,268.0,228,5,6,1151.0,1988,211000
3.0,0,646,5,468,1,1114.0,1,13695.0,66.0,0.0,102,5,5,1114.0,2004,159000
3.0,1,528,2,1152,0,1724.0,0,17869.125,69.0,359.0,0,5,6,1680.0,1967,197900
3.0,0,317,4,355,1,1218.0,0,1680.0,31.5,281.0,28,7,6,672.0,1972,118000
2.0,0,0,1,721,1,841.0,0,8400.0,60.0,0.0,0,4,4,721.0,1950,82000
2.0,0,0,1,1074,0,1088.0,1,3696.0,69.0,0.0,74,5,8,1074.0,1986,170000
3.0,0,646,2,218,1,864.0,0,7000.0,69.0,90.0,0,8,5,864.0,1978,136500
3.0,2,1422,5,392,1,1826.0,1,11302.0,69.0,238.0,75,5,8,1814.0,2005,319000
3.0,0,0,1,530,1,1111.0,3,7200.0,60.0,0.0,0,7,5,530.0,1920,101000
2.0,0,595,2,317,1,912.0,1,8872.0,72.0,300.0,240,8,5,912.0,1965,147000
4.0,0,524,5,628,2,2270.0,1,11764.0,92.0,348.0,57,7,8,1152.0,1999,290000
3.0,0,658,2,218,1,923.0,0,6951.0,37.0,0.0,0,5,5,876.0,1984,119500
3.0,1,0,1,105,1,910.0,1,8892.0,74.0,0.0,0,7,5,105.0,1953,116000
2.0,0,0,1,0,1,1040.0,0,8544.0,60.0,0.0,0,4,3,41.125,1950,92900
2.0,0,315,2,420,2,1374.0,0,5400.0,90.0,0.0,0,6,4,840.0,1920,105000
3.0,2,0,1,2121,2,2121.0,2,14450.0,107.0,315.0,98,5,9,2054.125,2006,415298
4.0,1,0,1,847,2,1959.0,1,11796.0,59.0,0.0,48,5,7,847.0,2004,215000
3.0,0,0,1,927,1,1539.0,0,6120.0,51.0,0.0,0,6,5,927.0,1936,141500
2.0,0,540,3,728,2,1268.0,0,7800.0,78.0,200.0,98,6,5,1268.0,1954,132000
2.0,0,250,2,710,1,960.0,3,6000.0,50.0,0.0,0,4,4,960.0,1920,108500
3.0,0,0,1,1097,1,1097.0,0,10859.0,107.5,0.0,64,5,5,1097.0,1994,145000
2.0,3,390,1,490,1,1768.0,0,10800.0,60.0,0.0,341,7,7,880.0,1914,163000
3.0,0,120,4,736,1,1668.0,0,9600.0,80.0,0.0,0,8,6,856.0,1950,140000
2.0,0,0,1,1392,0,1392.0,0,13560.0,107.5,216.0,0,3,6,1392.0,1968,110000
4.0,0,0,1,780,1,1412.0,0,6000.0,50.0,0.0,0,6,6,780.0,1939,132500
3.0,2,0,1,1622,0,1630.0,2,10226.0,61.0,270.0,42,5,8,1622.0,2008,295493
1.0,0,1106,5,135,1,1241.0,1,4274.0,35.0,0.0,116,5,7,1241.0,2006,199900
2.0,1,619,2,149,1,768.0,0,7244.0,54.0,0.0,0,7,5,768.0,1970,129500
3.0,0,728,4,568,1,1640.0,1,14778.0,69.0,72.0,0,7,6,1296.0,1954,224000
2.0,1,945,1,474,0,1419.0,1,8089.0,60.0,0.0,0,6,8,1419.0,2007,392000
3.0,2,1200,5,0,1,1200.0,0,10800.0,60.0,0.0,0,5,5,1200.0,1987,179000
4.0,0,626,2,99,2,1479.0,1,7472.0,69.0,138.0,32,9,7,725.0,1972,184000
3.0,0,528,2,245,1,1414.0,0,11029.0,87.0,0.0,51,8,6,1184.0,1958,176500
4.0,0,0,1,624,1,1344.0,0,4571.0,34.0,0.0,0,5,5,624.0,1916,98000
2.0,0,0,1,0,1,2320.0,0,14762.0,69.0,0.0,144,6,5,41.125,1948,169000
2.0,0,266,0,522,1,788.0,0,7446.0,69.0,0.0,0,5,4,788.0,1941,100000
3.0,0,311,2,544,1,1441.0,0,2289.0,31.5,0.0,0,6,6,855.0,1978,148500
2.0,0,612,0,252,1,864.0,0,9100.0,70.0,0.0,0,6,6,864.0,1959,127500
3.0,0,616,2,248,1,864.0,0,9000.0,60.0,0.0,0,6,4,864.0,1971,120500
4.0,0,0,1,1584,1,1776.0,0,11475.0,85.0,95.0,25,5,5,1584.0,1958,110000
3.0,0,775,4,281,1,1056.0,0,8450.0,65.0,0.0,85,6,5,1056.0,1968,142000
1.0,2,350,4,333,1,904.0,3,10020.0,69.0,0.0,0,1,1,683.0,1922,61000
2.0,1,578,5,892,2,1478.0,1,4403.0,69.0,415.0,144,5,7,1470.0,2009,222000
3.0,0,0,1,840,1,1605.0,0,5790.0,60.0,0.0,0,6,3,840.0,1915,107400
3.0,0,633,5,240,0,1790.0,1,9179.0,68.0,158.0,88,5,7,873.0,1999,193000
4.0,0,381,2,399,1,1868.0,1,10304.0,69.0,44.0,96,7,5,780.0,1976,197500
3.0,0,356,4,316,1,1218.0,0,1890.0,31.5,285.0,28,5,6,672.0,1973,113000
2.0,1,1636,5,442,2,2084.0,2,14803.0,107.5,415.0,45,5,10,2054.125,2007,385000
3.0,0,566,2,289,1,1456.0,0,2280.0,31.5,0.0,0,6,6,855.0,1976,148500
3.0,0,830,4,136,2,1256.0,0,9937.0,75.0,0.0,68,6,5,1256.0,1965,147500
3.0,0,457,5,326,2,1509.0,1,7861.0,69.0,0.0,75,5,6,783.0,2002,183200
3.0,0,774,2,104,1,2320.0,1,7259.0,61.0,0.0,0,8,6,1028.0,1945,259500
4.0,0,1128,4,242,1,2624.0,0,17869.125,86.0,0.0,0,6,6,1370.0,1918,239000
3.0,0,0,1,780,1,1375.0,1,9000.0,50.0,0.0,162,6,6,780.0,1937,141000
2.0,2,513,2,75,1,1095.0,0,10382.0,75.0,105.0,0,5,6,588.0,1958,140000
4.0,0,1084,2,188,1,2200.0,0,8777.0,67.0,0.0,70,7,5,1272.0,1900,145900
3.0,3,922,5,572,0,1494.0,1,12803.0,88.0,99.0,36,5,7,1494.0,2002,221000
2.0,0,0,1,560,1,1346.0,0,11767.0,70.0,0.0,24,7,4,560.0,1910,112000
3.0,0,588,1,402,1,990.0,0,8070.0,60.0,0.0,0,5,4,990.0,1994,123600
5.0,0,0,1,907,1,2358.0,0,17869.125,75.0,0.0,40,8,6,907.0,1908,240000
2.0,0,415,0,418,1,833.0,1,5400.0,90.0,0.0,0,7,5,833.0,1954,117000
4.0,2,0,1,1094,2,2482.0,1,12665.0,88.0,245.0,39,5,8,1094.0,2005,281213
3.0,3,0,1,1030,0,2098.0,2,10240.0,80.0,178.0,52,5,8,1030.0,2005,275500
3.0,0,450,2,414,2,899.0,1,7800.0,65.0,89.0,0,7,5,864.0,1967,130000
4.0,0,998,1,177,2,2324.0,2,11924.0,85.0,286.0,21,5,9,1175.0,2005,345000
2.0,1,777,0,117,0,894.0,0,7200.0,60.0,0.0,0,5,5,894.0,1972,123000
3.0,0,430,5,1145,0,1575.0,1,8012.0,50.0,0.0,0,5,6,1575.0,1992,179200
1.0,2,697,5,151,0,848.0,1,4426.0,69.0,147.0,0,5,6,848.0,2004,141000
3.0,0,0,1,815,1,1690.0,0,8850.0,65.0,0.0,0,6,7,815.0,1916,144000
4.0,0,548,2,36,0,1475.0,0,2665.0,41.0,0.0,26,6,5,757.0,1977,127000
2.0,1,20,2,1342,1,1362.0,1,7577.0,61.0,256.0,28,5,6,1362.0,2005,194700
2.0,2,0,1,1273,2,1456.0,1,3196.0,69.0,40.0,20,5,8,1273.0,2003,215000
4.0,3,57,5,1335,0,2462.0,1,17869.125,107.5,415.0,132,5,7,1392.0,2005,320000
4.0,0,400,4,380,0,1796.0,0,7056.0,71.0,415.0,50,5,6,780.0,1963,140000
3.0,3,0,1,702,1,1472.0,1,9600.0,60.0,0.0,0,8,5,702.0,1925,125000
3.0,0,1334,5,270,0,1604.0,1,8814.0,68.0,180.0,110,5,7,1604.0,2006,220000
3.0,2,1249,1,103,2,1786.0,0,17869.125,69.0,0.0,0,6,5,1499.0,1965,228950
3.0,1,831,4,161,0,1661.0,1,9600.0,80.0,0.0,28,6,6,992.0,1955,165500
1.0,1,509,5,121,1,630.0,0,1477.0,31.5,0.0,0,4,4,630.0,1970,80000
3.0,0,1436,5,570,2,2020.0,2,12220.0,94.0,305.0,54,5,10,2006.0,2009,402861
3.0,0,643,5,167,2,1665.0,1,8400.0,70.0,0.0,45,6,8,810.0,2001,227000
3.0,0,24,5,1836,2,1836.0,1,9100.0,70.0,0.0,33,5,7,1860.0,2004,216837
4.0,0,0,1,994,0,2372.0,0,6600.0,60.0,0.0,287,4,5,994.0,1892,107500
2.0,3,405,3,740,1,1301.0,3,6911.0,60.0,0.0,0,5,5,1145.0,1924,100000
2.0,1,0,1,1240,0,1240.0,1,8556.0,74.0,0.0,93,5,7,1240.0,2006,194000
3.0,0,777,0,467,1,1244.0,0,11988.0,90.0,0.0,40,6,6,1244.0,1957,150000
3.0,0,0,1,1777,0,1795.0,1,9742.0,75.0,281.0,159,5,8,1777.0,2002,230000
3.0,0,560,5,598,0,1167.0,1,9248.0,69.0,106.0,26,6,6,1158.0,1992,173000
3.0,0,0,1,1573,1,1578.0,2,9262.0,78.0,194.0,36,5,8,1573.0,2008,287090
4.0,0,0,1,967,2,1908.0,1,14191.0,85.0,0.0,0,5,8,967.0,2002,202900
4.0,0,0,1,901,1,1198.0,0,5586.0,60.0,0.0,98,7,6,901.0,1920,79900
2.0,2,1350,1,626,0,1976.0,1,14977.0,107.5,304.0,63,5,8,1976.0,2006,440000
3.0,0,0,1,686,1,1328.0,0,9906.0,57.0,0.0,172,4,4,686.0,1925,107000
3.0,1,196,2,1072,1,1268.0,1,9286.0,69.0,0.0,0,7,5,1268.0,1977,143500
2.0,0,0,1,625,2,1250.0,1,4017.0,35.0,0.0,54,5,7,625.0,2006,171900
4.0,0,0,1,0,1,1664.0,0,9825.0,75.0,0.0,0,5,5,41.125,1965,100000
3.0,0,404,2,304,0,1416.0,0,11700.0,90.0,415.0,169,6,6,708.0,1968,179900
4.0,3,1046,0,168,1,2291.0,0,7200.0,60.0,0.0,0,6,6,1214.0,1910,133900
3.0,3,0,1,1710,1,1710.0,1,12118.0,43.0,108.0,48,5,7,1710.0,2004,240000
2.0,0,616,3,0,1,616.0,0,6000.0,50.0,0.0,0,7,5,616.0,1921,89000
3.0,0,915,0,135,1,1050.0,0,10659.0,69.0,0.0,319,6,5,1050.0,1961,136500
1.0,2,429,4,93,0,1252.0,0,13500.0,69.0,0.0,0,7,6,1602.0,1960,235000
3.0,0,746,2,244,1,990.0,0,8072.0,60.0,0.0,64,5,5,990.0,1994,138000
2.0,3,49,1,0,1,1078.0,1,9717.0,68.0,0.0,0,6,5,1078.0,1950,142125
5.0,2,568,3,264,2,2087.0,1,12205.0,69.0,157.0,168,8,6,832.0,1966,187500
3.0,0,594,4,331,1,1429.0,1,14585.0,69.0,85.0,110,6,6,1144.0,1960,181900
4.0,0,0,1,360,1,1812.0,1,7630.0,76.0,0.0,0,9,5,360.0,1900,140000
3.0,1,507,5,81,1,1138.0,0,10482.0,65.0,63.0,0,8,6,588.0,1958,145000
3.0,1,998,2,486,1,1484.0,0,12243.0,70.0,0.0,0,6,5,1484.0,1971,175000
2.0,2,0,1,1374,2,1557.0,1,3196.0,69.0,18.0,20,5,7,1374.0,2003,234000
2.0,0,197,3,999,1,1196.0,0,4800.0,40.0,0.0,0,7,4,1196.0,1916,109900
3.0,0,521,4,169,1,864.0,0,9100.0,70.0,0.0,0,5,5,864.0,1958,129900
3.0,0,480,4,108,1,1056.0,0,9250.0,80.0,0.0,0,7,5,1056.0,1954,139400
4.0,0,740,5,425,1,2526.0,1,10120.0,92.0,391.0,78,5,8,1165.0,1994,290000
2.0,0,16,5,1129,2,1145.0,1,3182.0,43.0,11.0,16,5,7,1145.0,2005,160200
3.0,0,170,3,252,1,1092.0,0,11616.0,69.0,116.0,20,5,5,1092.0,1962,139000
2.0,0,0,1,264,1,1432.0,0,9600.0,60.0,0.0,0,7,5,264.0,1910,132000
3.0,0,1040,0,352,0,1392.0,0,11900.0,80.0,387.0,0,5,6,1392.0,1957,166000
3.0,0,0,1,728,2,1456.0,1,8461.0,65.0,0.0,24,5,6,728.0,2005,163990
3.0,0,806,2,247,0,1053.0,1,10007.0,72.0,54.0,0,7,5,1053.0,1959,145500
8.0,0,256,3,1184,1,2761.375,3,10896.0,60.0,0.0,110,7,6,1440.0,1914,200000
3.0,0,72,2,733,2,1287.0,1,9830.0,69.0,0.0,17,7,5,1063.0,1959,162000
2.0,0,403,2,212,1,778.0,0,6900.0,71.0,0.0,25,6,5,740.0,1940,120500
3.0,0,0,1,525,1,1092.0,0,1680.0,31.5,381.0,0,5,6,525.0,1971,88000
1.0,3,0,1,600,1,747.0,0,5825.0,52.0,108.0,0,5,4,600.0,1926,79900
3.0,2,0,1,847,2,1733.0,1,12394.0,69.0,0.0,48,5,7,847.0,2003,225000
3.0,1,0,1,1638,0,1646.0,1,10656.0,67.0,274.0,80,5,8,1638.0,2006,248900
1.0,0,1351,5,83,0,2149.0,1,12822.0,48.0,0.0,43,5,7,1434.0,2003,239686
4.0,1,812,0,812,1,1582.0,0,17869.125,69.0,415.0,198,5,5,1624.0,1964,190000
4.0,0,216,4,700,1,1742.0,1,17671.0,107.5,0.0,169,9,8,916.0,1882,168000
3.0,2,633,2,431,1,1040.0,0,17869.125,94.0,0.0,0,5,4,1064.0,1963,132250
2.0,0,456,0,456,0,912.0,0,10150.0,70.0,1.0,0,5,5,912.0,1958,114500
4.0,1,655,5,490,0,2198.0,1,14260.0,84.0,350.0,84,5,8,1145.0,2000,250000
4.0,0,0,1,1680,1,1680.0,0,11500.0,69.0,164.0,0,6,5,1680.0,1976,136905
4.0,3,192,0,536,1,2761.375,1,14100.0,69.0,415.0,12,9,8,728.0,1935,381000
3.0,0,234,3,0,1,1316.0,0,5500.0,50.0,0.0,0,7,5,926.0,1929,130000
4.0,0,0,1,612,0,2601.0,0,9842.0,51.0,0.0,0,6,5,612.0,1921,189000
3.0,0,765,3,0,1,1365.0,0,2368.0,31.5,312.0,36,6,5,765.0,1970,125000
2.0,1,0,1,1258,2,1258.0,1,3922.0,53.0,72.0,16,5,7,1258.0,2006,172500
3.0,0,24,5,1550,0,1574.0,1,11957.0,75.0,53.0,104,5,8,1574.0,2006,232000
3.0,3,75,4,230,2,1096.0,0,15870.0,69.0,0.0,32,5,5,1096.0,1969,138800
2.0,0,330,4,153,1,987.0,0,1680.0,31.5,158.0,0,5,6,483.0,1973,100000
3.0,0,0,1,976,1,1708.0,1,3363.0,32.0,117.0,40,5,7,976.0,2004,130000
3.0,0,0,1,1470,1,2761.375,1,17869.125,87.0,0.0,0,9,7,1470.0,1880,295000
4.0,1,427,5,132,0,1752.0,0,12134.0,107.5,0.0,12,7,8,559.0,1988,164000
3.0,2,1236,2,80,0,2036.0,0,17869.125,107.5,0.0,0,5,7,2054.125,1965,375000
